id,color,r,g,b,name,owner,type,topography,vegetation,climate,natural_harbor_suitability,religion,culture,population,raw_material,location,province,area,region,subcontinent,continent,impassable_mountains,sea_zones,coastal,is_lake
,#ea7575,234,117,117,Gulf of Loricoast,,sea,coastal_ocean,,continental,,,,,,harvingan_sea4,markantar_bay,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#5bc4ff,91,196,255,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea1,kegurian_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#4faedd,79,174,221,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea2,kegurian_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#50b0e0,80,176,224,Crezion Sea,,sea,narrows,,continental,,,,,,crezion_sea3,kegurian_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#59c1f9,89,193,249,Crezion Bay,,sea,inland_sea,,continental,,,,,,crezion_sea4,crezion_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#5ac3fc,90,195,252,Crezion Bay,,sea,inland_sea,,continental,,,,,,crezion_sea5,crezion_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#59bff7,89,191,247,Crezion Bay,,sea,narrows,,continental,,,,,,crezion_sea6,crezion_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#58bdf4,88,189,244,Crezion Bay,,sea,inland_sea,,continental,,,,,,crezion_sea7,crezion_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#57bbf2,87,187,242,Crezion Sea,,sea,narrows,,continental,,,,,,crezion_sea8,calient_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#51b2e2,81,178,226,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea9,kegurian_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#56baef,86,186,239,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea10,calient_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#52b4e5,82,180,229,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea11,calient_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#53b6e8,83,182,232,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea12,calient_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#4ba6d1,75,166,209,Hotspot Sea,,sea,coastal_ocean,,continental,,,,,,hotspot_sea1,hotspot_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#4ca8d3,76,168,211,Hotspot Sea,,sea,coastal_ocean,,continental,,,,,,hotspot_sea2,hotspot_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#4eacd8,78,172,216,Hotspot Sea,,sea,coastal_ocean,,continental,,,,,,hotspot_sea3,hotspot_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#4daad6,77,170,214,Hotspot Sea,,sea,coastal_ocean,,continental,,,,,,hotspot_sea4,hotspot_sea_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#54b8ea,84,184,234,Crezion Sea,,sea,coastal_ocean,,continental,,,,,,crezion_sea13,calient_bay_province,crezion_sea_zones,crezion_region,auteka,berlogoes,,yes,,
,#ff7f7f,255,127,127,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea5,seulcaynian_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#d16868,209,104,104,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea6,seulcaynian_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#d36969,211,105,105,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea7,seulcaynian_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#d66b6b,214,107,107,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea8,seulcaynian_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#d86c6c,216,108,108,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea9,seulcaynian_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#db6d6d,219,109,109,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea10,harvingan_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#dd6e6e,221,110,110,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea11,harvingan_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#e07070,224,112,112,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea12,harvingan_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#e27171,226,113,113,Harvingan Sea,,sea,coastal_ocean,,continental,,,,,,harvingan_sea13,harvingan_sea_province,harving_sea_zones,harving_region,auteka,berlogoes,,yes,,
,#7cf9ce,124,249,206,Irvaltic Sea,,sea,coastal_ocean,,continental,,,,,,irvaltic_sea1,nortasian_sea_province,irvaltic_sea_zones,irvaltic_region,auteka,berlogoes,,yes,,
,#7efcd0,126,252,208,Irvaltic Sea,,sea,narrows,,continental,,,,,,irvaltic_sea2,nortasian_sea_province,irvaltic_sea_zones,irvaltic_region,auteka,berlogoes,,yes,,
,#7bf7cc,123,247,204,Irvaltic Sea,,sea,coastal_ocean,,continental,,,,,,irvaltic_sea3,nortasian_sea_province,irvaltic_sea_zones,irvaltic_region,auteka,berlogoes,,yes,,
,#7af4c9,122,244,201,Irvaltic Sea,,sea,coastal_ocean,,continental,,,,,,irvaltic_sea4,irvaltic_sea_province,irvaltic_sea_zones,irvaltic_region,auteka,berlogoes,,yes,,
,#79f2c7,121,242,199,Irvaltic Sea,,sea,coastal_ocean,,continental,,,,,,irvaltic_sea5,irvaltic_sea_province,irvaltic_sea_zones,irvaltic_region,auteka,berlogoes,,yes,,
,#7fffd4,127,255,212,Irvaltic Sea,,sea,coastal_ocean,,continental,,,,,,irvaltic_sea6,irvaltic_sea_province,irvaltic_sea_zones,irvaltic_region,auteka,berlogoes,,yes,,
,#a5ff7f,165,255,127,Oserwayner Sea,,sea,narrows,,continental,,,,,,oserwayner_sea2,devaltic_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#98ea75,152,234,117,Oserwayner Sea,,sea,coastal_ocean,,continental,,,,,,oserwayner_sea3,devaltic_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#a4fc7e,164,252,126,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea4,autekan_key_current_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#9aed76,154,237,118,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea5,devaltic_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#9bef77,155,239,119,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea6,oserwayner_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#a2f97c,162,249,124,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea7,autekan_key_current_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#a0f77b,160,247,123,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea8,autekan_key_current_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#9ff47a,159,244,122,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea9,autekan_key_current_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#9df279,157,242,121,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea10,autekan_key_current_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#96e874,150,232,116,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea11,oserwayner_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#93e070,147,224,112,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea12,oserwayner_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#a5ff82,165,255,130,Oserwayner Sea,,sea,coastal_ocean,,arctic,,,,,,oserwayner_sea13,oserwayner_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#95e572,149,229,114,Oserwayner Sea,,sea,narrows,,continental,,,,,,oserwayner_sea14,oserwayner_sea_province,oserway_sea_zones,oserway_region,auteka,berlogoes,,yes,,
,#fce57e,252,229,126,Lorkian Sea,,sea,narrows,,continental,,,,,,lorkian_sea1,autekan_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#f9e27c,249,226,124,Lorkian Sea,,sea,narrows,,continental,,,,,,lorkian_sea2,autekan_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#f7e07b,247,224,123,Lorkian Sea,,sea,narrows,,continental,,,,,,lorkian_sea3,autekan_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#f4de7a,244,222,122,Lorkian Sea,,sea,coastal_ocean,,arctic,,,,,,lorkian_sea4,haltem_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#f2dc79,242,220,121,Lorkian Sea,,sea,coastal_ocean,,arctic,,,,,,lorkian_sea5,haltem_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#efd977,239,217,119,Lorkian Sea,,sea,coastal_ocean,,arctic,,,,,,lorkian_sea6,haltem_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#edd776,237,215,118,Lorkian Sea,,sea,coastal_ocean,,arctic,,,,,,lorkian_sea7,haltem_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#ffe97f,255,233,127,Lorkian Sea,,sea,coastal_ocean,,arctic,,,,,,lorkian_sea8,haltem_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#e8d274,232,210,116,Lorkian Sea,,sea,coastal_ocean,,continental,,,,,,lorkian_sea9,autekan_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#ead575,234,213,117,Lorkian Sea,,sea,narrows,,continental,,,,,,lorkian_sea10,autekan_sea_province,lorkia_sea_zones,lorkia_region,auteka,berlogoes,,yes,,
,#358591,53,133,145,Dialceri Lagoon,,lake,lakes,,continental,,,,,,dialceri_lagoon,dialceri_province,irvusium_area,harving_region,auteka,berlogoes,,,,yes
,#b2938c,178,147,140,Arkino Archipelago,,sea,coastal_ocean,,continental,,,,,,arkino_archipelago,arkine_sea_province,arkine_sea_zones,arkine_region,auteka,berlogoes,,yes,,
,#20493e,32,73,62,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea1,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#214c40,33,76,64,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea2,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#224f42,34,79,66,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea3,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#235144,35,81,68,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea4,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#255446,37,84,70,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea5,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#265648,38,86,72,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea6,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#27594b,39,89,75,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea7,outer_autekan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#285b4d,40,91,77,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea8,outer_harvingan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#2a6051,42,96,81,Outer Autekan Sea,,sea,ocean,,arctic,,,,,,outer_autekan_sea9,outer_harvingan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#2b6353,43,99,83,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea10,outer_harvingan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#2c6655,44,102,85,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea11,outer_harvingan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#2e6857,46,104,87,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea12,outer_harvingan_sea_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#2f6b5a,47,107,90,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea13,arkinese_current_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#306d5c,48,109,92,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea14,arkinese_current_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#31705e,49,112,94,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea15,arkinese_current_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#327260,50,114,96,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea16,arkinese_current_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#337562,51,117,98,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea17,arkinese_current_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#347764,52,119,100,Outer Autekan Sea,,sea,ocean,,continental,,,,,,outer_autekan_sea18,arkinese_current_province,outer_autekan_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#357a66,53,122,102,Outer Graystonese Sea,,sea,ocean,,continental,,,,,,outer_graystonese_sea1,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#367c69,54,124,105,Outer Graystonese Sea,,sea,ocean,,continental,,,,,,outer_graystonese_sea2,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#387f6b,56,127,107,Outer Graystonese Sea,,sea,ocean,,continental,,,,,,outer_graystonese_sea3,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#39826d,57,130,109,Outer Graystonese Sea,,sea,ocean,,continental,,,,,,outer_graystonese_sea4,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#3a846f,58,132,111,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea5,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#3b8771,59,135,113,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea6,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#3c8973,60,137,115,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea7,outer_oyonese_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#3f917a,63,145,122,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea8,cadrokian_current_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#3d8c75,61,140,117,Outer Graystonese Sea,,sea,deep_ocean,,arctic,,,,,,outer_graystonese_sea9,outer_morian_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#3e8e78,62,142,120,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea10,cadrokian_current_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#449b82,68,155,130,Outer Graystonese Sea,,sea,ocean,,continental,,,,,,outer_graystonese_sea11,cadrokian_current_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#439980,67,153,128,Outer Graystonese Sea,,sea,ocean,,continental,,,,,,outer_graystonese_sea12,cadrokian_current_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#42967e,66,150,126,Outer Graystonese Sea,,sea,deep_ocean,,arctic,,,,,,outer_graystonese_sea13,outer_morian_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#41937c,65,147,124,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea14,cadrokian_current_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#47a389,71,163,137,Outer Graystonese Sea,,sea,deep_ocean,,arctic,,,,,,outer_graystonese_sea15,outer_morian_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#46a087,70,160,135,Outer Graystonese Sea,,sea,ocean,,arctic,,,,,,outer_graystonese_sea16,outer_morian_sea_province,outer_graystonese_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#48a58b,72,165,139,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea1,southern_berlogian_current_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#4aa88d,74,168,141,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea2,southern_berlogian_current_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#4baa8f,75,170,143,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea3,southern_berlogian_current_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#4daf94,77,175,148,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea4,southern_berlogian_current_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#50ba9c,80,186,156,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea5,kaltic_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#4eb296,78,178,150,Kaltic Sea,,sea,ocean,,continental,,,,,,kaltic_sea6,kaltic_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#4fb598,79,181,152,Kaltic Sea,,sea,ocean,,continental,,,,,,kaltic_sea7,kaltic_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#51bc9e,81,188,158,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea8,southern_berlogian_current_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#52bfa0,82,191,160,Kaltic Sea,,sea,ocean,,arctic,,,,,,kaltic_sea9,southern_berlogian_current_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#55c6a6,85,198,166,Salazar Sea,,sea,ocean,,arctic,,,,,,salazar_sea1,salazar_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#54c4a4,84,196,164,Salazar Sea,,sea,ocean,,arctic,,,,,,salazar_sea2,salazar_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#59d1af,89,209,175,Salazar Sea,,sea,ocean,,continental,,,,,,salazar_sea3,salazar_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#58cead,88,206,173,Salazar Sea,,sea,ocean,,arctic,,,,,,salazar_sea4,salazar_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#53c1a2,83,193,162,Salazar Sea,,sea,ocean,,arctic,,,,,,salazar_sea5,salazar_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#57ccab,87,204,171,Salazar Sea,,sea,ocean,,arctic,,,,,,salazar_sea6,salazar_sea_province,kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#56c9a8,86,201,168,Outer Kaltic Sea,,sea,deep_ocean,,arctic,,,,,,outer_kaltic_sea1,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#5bd3b1,91,211,177,Outer Kaltic Sea,,sea,ocean,,arctic,,,,,,outer_kaltic_sea2,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#5cd6b3,92,214,179,Outer Kaltic Sea,,sea,ocean,,arctic,,,,,,outer_kaltic_sea3,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#5edbb9,94,219,185,Outer Kaltic Sea,,sea,ocean,,arctic,,,,,,outer_kaltic_sea4,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#5fddbc,95,221,188,Outer Kaltic Sea,,sea,ocean,,arctic,,,,,,outer_kaltic_sea5,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#61e2c0,97,226,192,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea6,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#60e0be,96,224,190,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea7,outer_tikolan_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#62e5c2,98,229,194,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea8,outer_costian_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#63e8c4,99,232,196,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea9,outer_costian_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#64eac6,100,234,198,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea10,outer_costian_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#67efcb,103,239,203,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea11,outer_costian_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#65edc9,101,237,201,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea12,outer_costian_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#6cfcd6,108,252,214,Outer Kaltic Sea,,sea,ocean,,continental,,,,,,outer_kaltic_sea13,outer_costian_sea_province,outer_kaltic_sea_area,south_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#68f2cd,104,242,205,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea1,outer_carsonan_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#69f4cf,105,244,207,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea2,outer_carsonan_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#6dffd8,109,255,216,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea3,outer_carsonan_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#6af7d1,106,247,209,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea4,outer_carsonan_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#132b24,19,43,36,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea5,skersjak_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#142d26,20,45,38,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea6,skersjak_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#112822,17,40,34,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea7,skersjak_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#153028,21,48,40,Outer Lugeanian Sea,,sea,ocean,,continental,,,,,,outer_lugeanian_sea8,skersjak_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
,#16332a,22,51,42,Outer Lugeanian Sea,,sea,ocean,,arctic,,,,,,outer_lugeanian_sea9,skersjak_sea_province,outer_lugeanian_sea_area,north_berlogian_ocean_region,berlogoes_ocean_sub_continent,berlogoes,,yes,,
